nodo,controlability,kshell
840561,0.1423654383,8
843631,0.0559017269,8
847721,0.2196308824,2
849101,0.7583526200,5
849591,0.3163017032,3
851991,0.1440270607,4
853061,0.1684766483,4
854671,0.0968488517,3
855061,0.4283425316,4
856401,0.3563586731,8
858051,0.3266868435,4
859671,0.5726069669,3
863101,0.2253278737,5
863161,0.3827072577,3
863971,0.2498368049,2
864531,0.2104919589,3
866481,0.0957806658,5
866661,0.6341463415,3
867641,0.5948014955,4
870511,0.6558067770,3
870541,0.1945285146,6
873731,0.3468043440,4
875841,0.1466975254,3
875931,0.3297727138,5
876571,0.2470476530,2
877781,0.1462821198,4
880621,0.5311257492,4
883971,0.8116432259,8
884301,0.3532728028,2
885361,0.4726722450,3
886071,0.2980831998,5
886841,0.1210610646,5
887151,0.0745356359,7
888981,0.7677882618,4
890101,0.1428401875,5
893431,0.2859770933,4
894471,0.0624888731,5
894591,0.1352441992,5
896061,0.1496647083,2
899671,0.3476944988,5
900421,0.1398730046,9
901651,0.4368880185,6
913681,0.3175479200,5
915051,0.1869325263,5
917171,0.0632009970,7
918711,0.4592012343,4
919541,0.8979882500,3
920041,0.1839653433,2
922011,0.0321642633,4
922961,0.2441991573,4
926981,0.6972286511,6
928301,0.3336893953,8
928691,0.0510948905,9
932781,0.0464660851,4
934071,0.2086523055,3
935231,0.2284730877,5
935801,0.2952347042,2
935991,0.1129903270,5
941401,0.2177318853,3
942071,0.1851522165,3
942561,0.3928550234,5
944511,0.1314462050,5
945951,0.3161236722,2
946021,0.5207406089,4
948461,0.1284790220,4
949401,0.2948192986,2
953321,0.7046466085,2
954721,0.8062429529,5
957271,0.3354697051,9
958091,0.8653492374,2
959201,0.1039107471,5
961201,0.0976203193,9
962201,0.1249184025,5
962211,0.4903566554,7
963111,0.1847368109,3
964091,0.5244792594,2
964981,0.3104860246,2
973421,0.4030621328,2
973681,0.5357545546,2
975441,0.2296599608,3
975691,0.5639427927,6
976521,0.3472197496,7
978151,0.1650940597,5
980361,0.8978695626,2
988341,0.5890451605,3
988491,0.2780250430,2
989231,0.3796213875,6
989321,0.8924692897,3
989481,0.5549819002,3
990081,0.3505429945,6
990831,0.2757106403,9
991221,0.1007061895,9
992941,0.9363835974,2
1002981,0.3780191087,3
1003091,0.1246810278,3
1003381,0.2128657053,4
1003651,0.4724348703,5
1006741,0.8441042075,5
1009241,0.3090617767,4
1010381,0.5396712361,2
1012381,0.2823571301,5
1013671,0.1955967005,4
1014521,0.3542223013,5
1014771,0.7931280043,2
1015571,0.4106581212,5
1016891,0.0264672720,4
1017161,0.3010503828,2
1019091,0.1058690879,3
1019941,0.1227226871,3
1019951,0.3913120883,7
1021121,0.3924989615,6
1021431,0.1045041837,3
1028071,0.5912408759,4
1028841,0.4005696991,8
1029061,0.5517179989,2
1035141,0.5682155362,2
1035491,0.1954186695,7
1035601,0.1263426503,4
1040391,0.2504302415,4
1040881,0.3618182897,2
1044691,0.2567800131,4
1048691,0.5772951160,3
1050851,0.3836567563,5
1055701,0.0219571539,7
1056611,0.2810515696,4
1058241,0.6507625660,2
1059391,0.3717880244,2
1060851,0.2749985164,3
1061241,0.4833541036,5
1062161,0.2379087295,5
1062201,0.7699246336,5
1063321,0.2070500267,8
1071001,0.2667497478,5
1072341,0.1220105632,7
1073271,0.1318022669,3
1074661,0.3492967776,5
1075871,0.1037920598,9
1081711,0.1904931458,2
1082331,0.0725772951,6
1082741,0.6509405970,4
1085411,0.5348050561,2
1086101,0.4282831879,4
1086231,0.3236009732,5
1088251,0.0109785769,2
1091241,0.6423951101,3
1097451,0.0602338140,3
1100251,0.0989852234,8
1106871,0.1194587858,3
1108221,0.1039700908,2
1111341,0.3560619548,4
1111971,0.4499436235,2
1113931,0.4828793543,4
1119881,0.8265384844,2
1120611,0.2451486559,3
1123751,0.3027713489,4
1126051,0.2079401816,9
1127221,0.3571894843,4
1128181,0.2453860305,3
1131321,0.1119814848,7
1131911,0.1093703638,3
1131991,0.1494273337,6
1134851,0.2546436413,4
1136351,0.2992107293,8
1139031,0.2240223132,3
1142041,0.1403477538,9
1142941,0.8025043024,3
1145711,0.4700017803,5
1145991,0.5329060590,3
1146711,0.4153462703,2
1148791,0.2016497537,5
1155011,0.4578956738,4
1155731,0.0826657172,7
1155841,0.3697109964,2
1156271,0.4967064269,2
1160431,0.1464601507,2
1163001,0.5456056020,2
1164771,0.7314699424,5
1164941,0.1083021779,6
1166161,0.7348525310,5
1168641,0.4135066168,2
1172801,0.2112634265,5
1174791,0.1754198564,4
1175831,0.2497181176,3
1175981,0.6968725892,4
1177771,0.2533974245,4
1181991,0.0722212332,3
1182381,0.6748560916,7
1182481,0.3795620438,3
1182941,0.3948727079,5
1183711,0.4472731589,2
1187441,0.2546436413,7
1190001,0.3713726188,5
1196881,0.2458014361,2
1197291,0.1947658893,6
1198761,0.7492136965,3
1198931,0.0892528633,4
1200241,0.0590469408,4
1207381,0.8181710284,2
1208861,0.3287045279,4
1221291,0.1874666192,5
1222721,0.1621268767,8
1229291,0.2173758234,5
1231941,0.4146934900,2
1232991,0.1513856744,6
1237211,0.4786659545,3
1238041,0.8059462346,4
1239301,0.1405851285,9
1239611,0.3541629577,3
1239741,0.4283425316,6
1240221,0.2649100944,3
1241201,0.0351907899,3
1241691,0.3730935850,2
1249431,0.7314105988,3
1250721,0.2719719898,4
1252681,0.0838525904,6
1253451,0.2400451012,8
1258081,0.3980179218,2
1260061,0.0661088363,3
1263311,0.2164263248,3
1265581,0.6830455166,3
1274141,0.1782683520,4
1274561,0.8637469586,2
1274591,0.6399026764,2
1278681,0.5024627619,2
1283191,0.7414990208,3
1285001,0.1048602457,5
1289501,0.1382707258,3
1293681,0.9041599905,3
1294531,0.7864221708,2
1295261,0.0737048246,5
1298301,0.2958874844,3
1310341,0.3070440923,3
1322241,0.6345617471,2
1322801,0.1095483948,4
1330201,0.4117263070,2
1340351,0.5068541926,5
1345601,0.2622396297,5
1349481,0.3290012462,5
1355401,0.2420627856,8
1359121,0.0977390066,5
1360641,0.2725654264,9
1361061,0.4172452673,7
1361551,0.1890095543,7
1366401,0.3862085336,5
1366741,0.1364904160,5
1376341,0.5590172690,2
1379551,0.2104919589,5
1383431,0.3107233992,4
1389901,0.9701501395,2
1391041,0.2525666133,2
1392351,0.2468102783,3
1392841,0.2859770933,2
1397311,0.1259865883,5
1398661,0.3609874785,2
1404471,0.2142306095,4
1405771,0.2466915910,3
1406321,0.2758293276,3
1408451,0.3933297727,2
1410371,0.3497715269,5
1412281,0.1566672601,3
1413131,0.4035368821,6
1416491,0.1774968845,3
1424471,0.1844994362,6
1426141,0.2003441932,2
1427181,0.4498842799,3
1429511,0.7763930924,2
1432581,0.2278203074,6
1433701,0.1810575040,5
1436861,0.5791347694,8
1438261,0.3593851997,3
1439931,0.0791644413,5
1455981,0.1990979764,5
1458531,0.5032342294,2
1458581,0.1164322592,5
1468471,0.2036674381,5
1471341,0.8660020177,2
1472771,0.8614918996,2
1474021,0.0742389176,5
1477191,0.0799952525,6
1484201,0.1979704469,8
1484721,0.1980297905,2
1486611,0.0528158566,7
1492761,0.0932288885,5
1494391,0.7132514391,3
1496591,0.2014717227,3
1520471,0.3068067177,4
1525031,0.4431784464,4
1530371,0.0817755623,9
1536651,0.5515399680,3
1538521,0.8023856151,4
1541211,0.1941131090,6
1543511,0.5127885585,3
1551771,0.7412616462,3
1557761,0.7523589105,4
1557891,0.6497537238,3
1562731,0.2225387217,2
1563641,0.6422170791,5
1571151,0.2747611418,2
1582961,0.9391727494,4
1585761,0.2456234051,3
1587911,0.1894843036,4
1596091,0.4825826360,3
1596101,0.2081182126,4
1596531,0.3541036140,4
1600751,0.4730876506,2
1602011,0.6627499852,3
1605791,0.0652186814,6
1605831,0.5278618480,3
1608751,0.5226396060,8
1610091,0.1951219512,3
1610571,0.1029019049,6
1611381,0.0653373687,5
1614411,0.2401044448,5
1622701,0.2566019821,5
1624671,0.9937689158,2
1630031,0.7409055842,2
1633081,0.3598599490,4
1638691,0.1139398255,5
1651101,0.3723221174,7
1652061,0.0524597947,4
1652821,0.6765770577,2
1653051,0.7237552667,6
1666871,0.3265681562,5
1669681,0.5286926592,2
1675731,0.8353806896,3
1678411,0.0981544122,3
1680541,0.3319090855,2
1682211,0.3286451843,4
1685091,0.5225802623,7
1687011,0.1668150258,5
1699751,0.1058690879,3
1705281,0.2073467450,3
1706681,0.2593911341,3
1709901,0.6545012165,3
1712571,0.0982137559,6
1714051,0.2583229482,5
1715091,0.2079995253,3
1716121,0.3316123672,2
1718601,0.2992700730,3
1718961,0.6761023085,4
1720331,0.1665776512,4
1729241,0.5006824521,5
1730551,0.5128479022,2
1731681,0.2037861255,6
1733351,0.5882143493,4
1733621,0.2614088185,3
1735561,0.2430716278,2
1747681,0.0804106581,3
1753021,0.1600498487,4
1755761,0.3300100884,5
1760711,0.1186279746,4
1764801,0.1453326212,4
1765001,0.2192154768,3
1768041,0.2196308824,3
1769391,0.2901311495,7
1771321,0.2438430954,4
1772451,0.1099638004,3
1775861,0.1426621565,2
1777681,0.1083021779,4
1786141,0.3054418135,3
1787821,0.0129369177,2
1789221,0.4821078868,4
1792511,0.1242656222,3
1793271,0.4431784464,4
1793721,0.3622336953,4
1795281,0.2259806540,3
1812281,0.4787846419,2
1817081,0.1139398255,5
1818321,0.3118509287,5
1819231,0.2612307875,4
1822081,0.0696101122,7
1825081,0.1327517655,6
1827351,0.4400925761,6
1831611,0.1751824818,2
1836791,0.1074713667,9
1842321,0.2100172097,6
1849181,0.0995786600,5
1851701,0.2997448223,7
1867121,0.2462761854,5
1867981,0.4549284909,4
1869421,0.2441991573,3
1878461,0.7045872649,3
1885221,0.5626372322,2
1912641,0.5859592902,4
1932321,0.1522758293,2
1934671,0.2777876684,4
1935451,0.0440923387,8
1935681,0.1649753724,2
1940581,0.4232389769,3
1947181,0.2268114652,4
1950231,0.4724348703,4
1951731,0.0843866833,5
1952451,0.3824698831,2
1954471,0.4312503709,3
1961661,0.7663046703,2
1961791,0.1426028129,5
1970351,0.2427155658,4
1976041,0.2942852056,2
1976471,0.5649516349,4
1981091,0.3831820070,2
1984701,0.5070915673,2
1984901,0.8482582636,4
1988241,0.0926354519,2
2001231,0.4219334164,4
2007201,0.4041896623,3
2008291,0.2303720847,2
2009991,0.1450359029,9
2017551,0.1877633375,4
2024911,0.4251379740,3
2030631,0.2748204854,3
2038811,0.1363717287,3
2039141,0.3351136431,2
2041851,0.1926295175,2
2046001,0.1923327992,2
2051331,0.7451189840,4
2052851,0.7199572726,4
2054641,0.4035368821,3
2055061,0.3412853837,5
2059051,0.3079935909,3
2061671,0.1132870453,5
2062801,0.4447807252,8
2066291,0.5704705952,4
2067211,0.1033173105,5
2067251,0.4029434455,5
2067291,0.0788677230,5
2067431,0.6127826242,5
2067591,0.0815381876,5
2067851,0.1974363539,5
2069781,0.0916859534,5
2075921,0.6301109726,3
2095901,0.1256305264,5
2098401,0.0119874191,7
2102521,0.4409233873,3
2102961,0.2676992463,4
2115651,0.0937036378,9
2117101,0.6257195419,5
2118301,0.1863390897,3
2118601,0.2360690760,2
2119441,0.5081597531,4
2132751,0.3454394398,7
2135381,0.1246216842,5
2142111,0.1974956976,8
2155541,0.8714616343,3
2162931,0.2852056258,2
2168981,0.3551717999,2
2170361,0.1821256899,7
2181771,0.1376772892,5
2186801,0.0782149427,8
2188291,0.6850632010,5
2191831,0.0804106581,4
2199011,0.4996736099,2
2199211,0.5517773426,2
2202821,0.3094771824,3
2202921,0.7311138805,3
2203361,0.3809269480,2
2209091,0.3170731707,4
2225211,0.5631713251,3
2230831,0.2815856626,4
2230871,0.8362708445,2
2240461,0.2970743576,4
2242021,0.2376713548,4
2249841,0.2694795561,4
2253551,0.6822147054,2
2261781,0.2969556703,4
2267961,0.4135659605,4
2271071,0.0509168595,2
2276201,0.2590944158,2
2281921,0.7397187111,2
2315721,0.2196308824,6
2315961,0.2468102783,6
2321411,0.5187229245,2
2330351,0.4425256661,5
2334361,0.2143492968,4
2338131,0.2612901311,5
2351981,0.1001720966,5
2365621,0.6843510771,5
2365671,0.7854133286,2
2366151,0.5549225565,2
2377041,0.3865052519,3
2380871,0.7156845291,7
2381981,0.3858524717,3
2382161,0.2341107353,3
2382831,0.7023322058,2
2388101,0.0710343600,2
2390651,0.3790872945,4
2394081,0.1974363539,2
2395111,0.8011987419,6
2398211,0.2718533025,3
2399861,0.6823927363,2
2403061,0.5976499911,6
2417291,0.0526378257,4
2434151,0.0423120290,2
2446551,0.7586493383,3
2464511,0.2633671592,4
2464681,0.1135837636,5
2477911,0.2918521156,3
2485041,0.3751706130,3
2490501,0.4142187407,4
2497401,0.6053053231,5
2504521,0.0769093822,5
2527611,0.7797163373,2
2533031,0.3871580322,4
2541771,0.3847842858,3
2556981,0.1589223192,3
2558991,0.5708266572,2
2572191,0.1742923269,4
2576431,0.2011156608,6
2585501,0.6823333927,3
2585721,0.0662275236,3
2593511,0.4097679663,2
2598511,0.5051925702,4
2607441,0.2545842977,2
2608181,0.3433030681,5
2608241,0.1695448341,4
2609871,0.1176191324,4
2613491,0.3888196546,2
2615911,0.1151860424,4
2621591,0.2820010682,6
2628121,0.1029612486,6
2633051,0.2368998872,6
2641241,0.6978814314,5
2642921,0.6150970269,2
2650981,0.5540917453,5
2662301,0.5889858169,2
2664781,0.6575870868,2
2664961,0.2931576761,4
2667161,0.5120764346,2
2671491,0.2601626016,5
2675311,0.4970031452,3
2676261,0.1454513085,3
2676481,0.3118509287,5
2677771,0.3467450003,5
2679741,0.3007536645,4
2681811,0.2173164797,6
2682541,0.0833184974,4
2684891,0.1503768322,3
2688681,0.2616461931,2
2692851,0.2001068186,3
2699621,0.1375586019,6
2721281,0.3046110023,5
2722551,0.5586612071,5
2724731,0.4094119043,2
2732161,0.2846121892,4
2737751,0.6011512670,5
2748771,0.2380867604,3
2753881,0.1243249659,5
2754241,0.1579728206,2
2760141,0.1104978933,5
2762801,0.1008842205,4
2774921,0.5719541867,4
2776761,0.3023559433,5
2793651,0.2491246810,7
2801971,0.1335232330,5
2803761,0.5481573794,2
2804281,0.5580084268,3
2806411,0.1610586909,6
2819291,0.4098866536,5
2821601,0.3835974126,2
2837531,0.2298379918,7
2841791,0.4294700611,2
2844701,0.4273930331,2
2858901,0.3736276779,2
2873271,0.4638893834,2
2876161,0.3114948668,4
2877471,0.6235238265,3
2888681,0.5791347694,5
2891781,0.3992047950,4
2895661,0.3694142781,3
2902141,0.0503234229,3
2902481,0.3302474631,2
2903581,0.4340988665,5
2910091,0.1632544063,2
2911521,0.8545486915,3
2912581,0.5595513619,2
2920661,0.4301228414,6
2922721,0.1474096493,5
2926081,0.0934069195,6
2933131,0.4645421637,4
2934631,0.4198563883,5
2941161,0.6892172571,2
2941591,0.3267461872,5
2945671,0.2141712658,6
2948211,0.6303483473,3
2948471,0.0241528693,3
2952091,0.3938638656,3
2955311,0.3219986944,4
2960351,0.1974956976,4
2966511,0.3723221174,5
2970521,0.7228651119,2
2971731,0.2748798291,4
2977411,0.3247285028,3
2978801,0.1281823037,8
2979141,0.2142899531,4
2985631,0.4458489110,4
2986671,0.1085395525,5
2988331,0.2154174826,8
2993021,0.0370304433,2
2994961,0.1706723637,6
2995781,0.0900243309,6
2998521,0.0899056436,3
3000121,0.3764761735,3
3001021,0.0845647143,2
3003631,0.3284078096,3
3005031,0.3871580322,3
3011421,0.1478250549,7
3015121,0.0894308943,5
3023081,0.6116550947,5
3025261,0.0563764762,9
3037231,0.4362945819,2
3041621,0.5715981247,9
3043001,0.4205091686,3
3043421,0.3421755385,5
3048711,0.4813957629,2
3050671,0.4702984986,3
3068181,0.1590410065,3
3069221,0.6800189900,5
3070611,0.4605661385,2
3077961,0.1277668981,4
3080581,0.1570826657,5
3082721,0.9103910747,3
3083971,0.1478250549,6
3085101,0.1291318023,2
3088511,0.1662215892,7
3089341,0.2485905881,5
3093591,0.0440923387,3
3095161,0.2894783692,2
3096351,0.0608865943,8
3098341,0.2087116492,4
3101811,0.1209423773,9
3104161,0.2650287817,3
3107351,0.3339267699,4
3110751,0.1456293395,8
3113751,0.1138211382,3
3114881,0.0975609756,3
3115311,0.5097026883,2
3123671,0.1192214112,4
3123781,0.0849207762,7
3127331,0.3268055308,4
3132391,0.6969319328,2
3149831,0.2628330663,2
3151101,0.0919233280,6
3152521,0.0378019109,6
3162421,0.4834727909,5
3164611,0.3580796392,3
3170651,0.2152987953,3
3176081,0.4320218385,2
3180341,0.2748204854,2
3180991,0.0534686369,4
3187421,0.1678238680,7
3188291,0.1056317133,3
3189761,0.2570173877,6
3191301,0.2872233102,4
3201021,0.0194053765,7
3201951,0.8125333808,2
3205981,0.3445492849,4
3212251,0.4510118094,3
3212481,0.0636757463,7
3213261,0.0856922438,5
3214111,0.5040056970,3
3216681,0.1894249599,3
3218161,0.0850394635,2
3218781,0.0696694558,4
3219071,0.0399382826,7
3219551,0.3538068957,5
3220271,0.1737582339,4
3220501,0.0776808498,3
3220891,0.5101180939,5
3223621,0.3371906712,8
3224661,0.6047118865,2
3225561,0.5692837220,3
3226691,0.2612901311,5
3229511,0.4283425316,4
3238871,0.5726663106,3
3240311,0.4437125393,5
3241231,0.0634977153,3
3242121,0.0868197733,5
3242491,0.4281051570,2
3246031,0.0372084743,7
3246671,0.1231974364,5
3265621,0.3423535695,2
3269711,0.1916206753,5
3271221,0.2092457421,7
3271411,0.1876446502,5
3273211,0.7768678417,2
3274831,0.2199276007,4
3275571,0.2513797401,2
3279441,0.0879473028,7
3282501,0.3282297786,3
3283111,0.2075841196,7
3290251,0.1157794790,7
3290711,0.0173876921,7
3295301,0.0995786600,6
3295761,0.0700848614,7
3296171,0.5006231084,4
3298791,0.3098332443,3
3301091,0.5138567444,2
3302431,0.1408818468,3
3304571,0.0670583348,6
3304641,0.1250370898,6
3305611,0.1541748264,7
3307661,0.0688979883,2
3308201,0.1477063676,4
3309511,0.1042668091,6
3312551,0.4203904813,3
3314811,0.0197614385,7
3316031,0.3849623168,5
3316231,0.2046762803,5
3317361,0.8328289122,2
3318851,0.1849148418,6
3321001,0.3037801911,2
3322301,0.0723992641,6
3324401,0.1706723637,6
3326051,0.0503827666,2
3328331,0.3561806421,3
3328411,0.1429588748,4
3330551,0.0684825826,5
3337171,0.2700136490,5
3338021,0.4151682393,3
3342401,0.1154827607,5
3343131,0.0290190493,2
3343211,0.0132336360,2
3352001,0.0581567860,5
3352981,0.3691769034,7
3359851,0.1167883212,3
3365791,0.2130437363,3
3366001,0.6652424188,2
3372141,0.6450655747,4
3372471,0.7623286452,2
3375481,0.0994006290,7
3375921,0.0957806658,8
3376281,0.3325618658,3
3376331,0.5307103436,2
3377241,0.0684825826,5
3380781,0.0592249718,6
3381511,0.2835440033,6
3382001,0.2276422764,5
3382201,0.6025755148,2
3384481,0.1272328052,3
3384961,0.4702391549,3
3386941,0.8029197080,6
3387431,0.4251379740,3
3387891,0.6059581034,3
3388481,0.5552786185,7
3391351,0.3227701620,3
3394331,0.2009969735,4
3394441,0.3507210255,3
3395021,0.2052697169,2
3395361,0.1043261528,6
3395481,0.3306035250,6
3395631,0.3776037030,3
3395921,0.1796925998,5
3400071,0.1396949736,4
3402381,0.5888671295,7
3403451,0.1522758293,6
3405281,0.1559551362,4
3408191,0.3683460922,5
3408881,0.5199691413,5
3409701,0.1599905050,5
3418501,0.4184914842,2
3419011,0.1690700849,5
3421771,0.3545190196,3
3422591,0.1114473918,3
3427751,0.1230787490,2
3434831,0.1622455641,5
3440621,0.0913892351,5
3442281,0.4498249362,6
3442561,0.0894902380,3
3447881,0.0664648982,3
3451931,0.4318438075,5
3472771,0.2375526675,7
3472871,0.3473977805,4
3474461,0.3337487389,3
3476521,0.3812830099,4
3477401,0.1322770162,3
3477731,0.8602456827,2
3486871,0.1380926948,5
3490841,0.0553082903,3
3491601,0.0753071034,2
3494351,0.1110913299,3
3495691,0.6762803394,2
3500971,0.5129072459,3
3504511,0.1801673491,7
3504641,0.3057978755,2
3506041,0.2148833897,5
3512041,0.1428995312,6
3516231,0.2296599608,3
3516311,0.4969438016,4
3520261,0.0531125749,7
3523861,0.3354103614,5
3524301,0.1850335292,3
3526691,0.4876268471,2
3527161,0.3774256721,4
3530471,0.3409886654,2
3531791,0.2865705299,4
3532991,0.7524775978,2
3533311,0.1988012581,3
3533811,0.2346448282,3
3534971,0.1471722746,2
3535971,0.1329297965,3
3536301,0.1049195893,3
3536531,0.2459201234,6
3540471,0.2160109192,4
3540571,0.1642632485,6
3549531,0.6285086938,4
3550301,0.1902557712,3
3551171,0.2979051688,4
3554911,0.1826004391,3
3558391,0.6676161652,3
3558961,0.1033766542,3
3563691,0.3134532075,6
3567091,0.2657409056,3
3570491,0.0677111151,4
3574121,0.1478843986,4
3575131,0.1127529523,4
3577711,0.3908966827,4
3584151,0.1653907780,2
3585401,0.3559432675,2
3589301,0.0613019999,2
3591191,0.2194528515,4
3592101,0.5924870928,4
3592411,0.2845528455,2
3593571,0.2258026230,5
3595951,0.2334579550,4
3596341,0.1479437422,6
3596631,0.2850275948,5
3596781,0.0751884161,4
3597351,0.5353984927,6
3598991,0.2501928669,5
3600081,0.0319862323,6
3600181,0.2427749095,3
3600741,0.3962969557,4
3603741,0.1288944276,5
3604061,0.0163788499,6
3605271,0.1535220462,5
3608271,0.2247344371,5
3608491,0.3320871165,3
3608711,0.1142958875,3
3612021,0.3186754495,2
3614671,0.0777401935,3
3616541,0.1800486618,4
3616621,0.5044804463,2
3620281,0.1690700849,5
3624181,0.0267046466,3
3626361,0.4170078927,2
3626851,0.5651890096,2
3628961,0.0796985342,6
3640491,0.3741024272,3
3641801,0.1928075485,3
3648071,0.3609874785,3
3658721,0.5128479022,2
3661701,0.5884517239,3
3673811,0.6480327577,2
3676661,0.2144679841,5
3677561,0.1856269658,3
3684561,0.2896564002,3
3685421,0.7579372144,3
3686561,0.4269776274,4
3688001,0.1482404605,5
3689291,0.1679425553,2
3692421,0.4959943030,3
3692571,0.3909560263,5
3693391,0.0845053706,6
3694541,0.5008011394,2
3695431,0.4592012343,5
3698461,0.4975965818,2
3700831,0.0586315352,4
3701901,0.3313749926,6
3703321,0.2858584060,4
3704371,0.1635511246,6
3704601,0.3211678832,3
3705121,0.2937511127,2
3706121,0.1471722746,5
3710241,0.5747433387,5
3711191,0.3434810990,2
3711271,0.5474452555,4
3711561,0.3098925880,4
3713931,0.2706070856,2
3716451,0.1759539493,4
3725841,0.5615690463,4
3728881,0.1947658893,4
3738691,0.2001068186,4
3739391,0.3400391668,4
3740101,0.0274167705,7
3755661,0.4873301288,4
3761591,0.4967064269,6
3764051,0.1569046347,4
3765541,0.3434810990,4
3765681,0.3881075307,2
3773471,0.1785650703,5
3776061,0.0697881431,3
3776241,0.0240935256,4
3777491,0.0201768441,2
3780531,0.2463355290,3
3780801,0.6298735980,3
3783051,0.2091270548,2
3785251,0.3224141001,2
3786321,0.6389531779,4
3790691,0.1240875912,4
3791701,0.4943920242,4
3792091,0.8706901668,2
3794131,0.1627796570,4
3794431,0.1420093763,2
3794621,0.2537534864,2
3813811,0.1170850395,3
3814821,0.2849682511,2
3819621,0.2152987953,4
3819851,0.2035487508,4
3820871,0.1487745534,3
3825131,0.7748501573,2
3828481,0.4662037861,3
3831641,0.1038514035,4
3833671,0.3383775444,7
3838101,0.3286451843,2
3838521,0.0980357249,6
3839491,0.0487804878,4
3841051,0.2207584120,5
3842811,0.6978220877,2
3844691,0.1266393686,2
3848171,0.4162957688,3
3849511,0.2625956917,5
3850041,0.4573022373,2
3850171,0.0845053706,6
3853861,0.2566613257,4
3854161,0.1935790161,3
3855181,0.4026467272,4
3855501,0.2887069017,3
3856531,0.1758352620,3
3857171,0.1160168536,5
3857651,0.3189721678,3
3857661,0.2580262299,2
3860701,0.2580855736,5
3860751,0.6312385022,3
3861881,0.0744169486,6
3861981,0.3058572192,3
3862721,0.4585484541,2
3864681,0.8454691116,4
3865031,0.9065337369,3
3868231,0.2174351671,6
3868621,0.2255652484,3
3869541,0.5399086108,2
3871051,0.0915079224,3
3876531,0.5224615750,3
3876631,0.0245682749,7
3877481,0.2028366269,6
3878721,0.5831107946,2
3881771,0.2460981544,2
3881911,0.2380274168,2
3884431,0.3968310486,3
3885101,0.2244970625,3
3885561,0.1459854015,3
3886801,0.4446026942,2
3888711,0.5047178209,2
3894221,0.1390421933,2
3895231,0.2605186636,4
3895891,0.8018515222,2
3898391,0.1381520385,3
3898551,0.2590350721,2
3900061,0.1187466619,2
3900661,0.0753071034,6
3901921,0.2639605958,4
3905651,0.4348703341,2
3910551,0.2158922319,6
3911181,0.1991573200,2
3914961,0.1799893181,2
3915021,0.3684647795,4
3922101,0.1823037208,8
3931821,0.2098391787,3
3950631,0.1308527684,3
3951601,0.0583348169,5
3953221,0.2268708089,2
3954241,0.5679188179,3
3954371,0.0662868673,6
3955771,0.0652780250,5
3961131,0.1915019880,4
3962351,0.3434810990,2
3962531,0.1163729156,4
3962641,0.6807904575,3
3962671,0.4148121773,4
3964161,0.1768441042,4
3967691,0.2942258620,2
3969171,0.0639131209,6
3969281,0.1015963444,4
3970051,0.3104266809,3
3972361,0.0975609756,5
3972831,0.4320218385,3
3974131,0.2088896801,3
3975071,0.3815203845,2
3975361,0.3713726188,2
3975711,0.0890154887,4
3976361,0.2873419975,5
3978651,0.0188119399,3
3980201,0.6407334876,4
3980821,0.1683579610,3
3983131,0.1015963444,3
3984051,0.5037089787,2
3985771,0.1474689929,4
3986541,0.0362589757,2
3986761,0.1615334402,6
3989581,0.2815263189,3
3992271,0.1058690879,4
3992531,0.1146519494,5
3993401,0.0890154887,3
3993701,0.3592071687,2
3993861,0.0656934307,3
3994271,0.1299032698,5
3995001,0.2316776452,2
3995921,0.2204023500,2
4000061,0.6256008545,3
4000671,0.1624235950,5
4002171,0.2906058988,2
4002231,0.2326864874,3
4003031,0.0923387336,4
4005091,0.3598006053,2
4015141,0.1561925108,5
4015961,0.2724467391,2
4024731,0.2924455522,2
4025651,0.0383953475,2
4027091,0.1561925108,3
4028481,0.4495282179,2
4036551,0.4799715150,2
4040221,0.1280636164,4
4047931,0.0903803929,3
4048161,0.3700670583,5
4053431,0.2228947837,2
4053801,0.0177437541,3
4065921,0.3630051629,2
4068821,0.1530472969,3
4069241,0.2298379918,4
4071981,0.3926769925,3
4075961,0.2833066287,2
4087521,0.3438965047,2
4101811,0.3960002374,3
4103871,0.2374339802,3
4106501,0.1357782921,2
4112291,0.3115542104,2
4113261,0.2472850276,3
4114071,0.3736276779,2
4125691,0.8060649220,2
4131631,0.3079935909,3
4133061,0.1763693549,5
4140901,0.2556524835,3
4142421,0.3348169248,2
4149171,0.0869384606,2
4150311,0.0895495816,2
4167681,0.2407572251,5
4169741,0.4453148181,4
4176551,0.4364726129,3
4176731,0.3015844757,3
4180671,0.3826479141,3
4184621,0.4860839119,2
4185871,0.5827547327,2
4191261,0.7320633790,3
4192041,0.6039997626,4
4202651,0.2743457362,3
4205331,0.2279389947,2
4207221,0.0732300754,2
4220781,0.1671117441,2
4229041,0.2287698059,5
4246281,0.2986172927,2
4261961,0.1827784701,2
4264351,0.0617767492,6
4268871,0.1538187645,2
4271551,0.5040056970,2
4278261,0.1039700908,3
4279971,0.1997507566,3
4294181,0.5459023203,2
4297981,0.0485431132,3
4312211,0.4994955789,2
4312401,0.0223725595,3
4327991,0.2117381758,3
4328911,0.3851996914,3
4341121,0.4925523708,2
4343971,0.3284078096,3
4374931,0.5618064210,2
4383391,0.0669396475,3
4403021,0.2723280517,2
4413501,0.2244970625,4
4422361,0.0945344490,3
4441691,0.5508871877,4
4514261,0.3381401697,3
4514281,0.3375467331,2
4588861,0.3027713489,2
4592121,0.5657231025,2
